TRANSACTION_AMOUNT,TRANSACTION_DATE,DEVICE_ID,IP_ADDRESS,TRANSACTION_TYPE,AGE,OCCUPATION,TRANSACTION_DURATION,LOGIN_ATTEMPTS,ACCOUNT_BALANCE,PREVIOUS_TRANSACTION_DATE
100.01,29-06-2023 16:06,D000499,82.115.199.37,ATM,50,Doctor,63,1,6393.12,04-11-2024 08:09
28.78,07-08-2023 16:08,D000041,186.135.2.148,Online,40,Doctor,51,1,680.55,04-11-2024 08:11
111.08,15-05-2023 17:46,D000493,175.230.206.232,Online,70,Doctor,83,1,7037.34,04-11-2024 08:10
470.96,10-03-2023 16:22,D000600,106.244.1.47,Online,69,Doctor,124,2,12991.03,04-11-2024 08:11
52.23,11-09-2023 18:08,D000088,154.138.163.229,Branch,28,Student,96,1,105.01,04-11-2024 08:08
78.62,31-07-2023 16:46,D000521,80.90.35.146,Branch,32,Doctor,52,1,1360.85,04-11-2024 08:08
47.79,15-09-2023 17:00,D000649,59.12.96.11,Branch,25,Student,37,1,1649.92,04-11-2024 08:11
333.97,22-03-2023 16:18,D000305,98.39.212.221,Branch,52,Doctor,45,1,5237.36,04-11-2024 08:11
30.87,12-07-2023 16:50,D000015,34.92.221.183,ATM,33,Doctor,295,1,14348.65,04-11-2024 08:10
710.43,08-03-2023 17:07,D000398,189.198.67.252,Online,67,Retired,115,1,5625.55,04-11-2024 08:08
220.23,18-09-2023 18:35,D000663,19.20.13.234,ATM,41,Engineer,48,1,3438.02,04-11-2024 08:06
27.28,25-12-2023 16:30,D000082,193.108.17.115,ATM,29,Doctor,96,1,10668.24,04-11-2024 08:09
101.52,09-08-2023 16:22,D000002,63.82.133.139,ATM,49,Engineer,98,1,2018.9,04-11-2024 08:08
162.65,11-05-2023 17:15,D000169,112.86.148.212,ATM,59,Engineer,147,1,9500.95,04-11-2024 08:11
10.52,19-07-2023 17:38,D000137,1.238.163.61,ATM,55,Retired,30,1,2472.99,04-11-2024 08:11
270.72,27-03-2023 17:25,D000149,145.76.10.8,Branch,38,Doctor,37,1,6522.47,04-11-2024 08:12
202.34,10-01-2023 16:32,D000023,146.250.144.172,Online,20,Student,134,1,1223.45,04-11-2024 08:11
247.58,29-05-2023 18:40,D000112,32.240.176.64,ATM,39,Engineer,152,1,778.74,04-11-2024 08:07
686.17,03-10-2023 17:27,D000103,199.199.60.222,ATM,61,Retired,96,1,2246.15,04-11-2024 08:07
359.65,12-01-2023 17:58,D000133,45.64.74.86,Online,25,Student,289,1,219.53,04-11-2024 08:09
109.91,01-05-2023 16:23,D000517,173.135.78.201,Branch,38,Doctor,90,1,12896.06,04-11-2024 08:10
215.72,11-10-2023 18:04,D000682,93.151.52.152,Branch,30,Engineer,137,1,8697.11,04-11-2024 08:11
490.76,19-01-2023 16:28,D000193,17.36.132.202,Online,66,Retired,156,1,6414.11,04-11-2024 08:09
224.28,15-02-2023 16:50,D000316,189.20.224.220,Online,64,Retired,68,1,5767.51,04-11-2024 08:10
614.03,08-05-2023 16:37,D000693,58.190.9.136,ATM,68,Retired,51,1,2815.86,04-11-2024 08:08
608.79,03-11-2023 18:37,D000399,158.129.49.240,Online,55,Engineer,157,1,2991.17,04-11-2024 08:12
186.55,21-06-2023 16:49,D000049,60.166.231.236,Branch,48,Engineer,288,1,224.65,04-11-2024 08:07
840.16,20-03-2023 16:35,D000692,23.163.145.195,Branch,20,Student,68,1,1236.76,04-11-2024 08:12
203.34,20-12-2023 17:13,D000057,69.82.61.135,ATM,60,Doctor,66,1,13586.99,04-11-2024 08:09
90.88,20-11-2023 17:08,D000086,175.210.47.87,ATM,26,Engineer,284,1,7117.35,04-11-2024 08:10
60.11,27-11-2023 17:39,D000636,8.243.4.138,Branch,61,Retired,122,1,7235.87,04-11-2024 08:08
393.92,16-05-2023 16:57,D000504,141.169.67.34,Branch,72,Retired,47,1,7318.64,04-11-2024 08:12
19.39,17-11-2023 16:39,D000294,201.95.180.152,ATM,43,Doctor,45,1,9847.6,04-11-2024 08:11
557.41,14-04-2023 16:52,D000180,194.29.57.163,Online,80,Retired,49,1,2968.75,04-11-2024 08:09
57.07,25-08-2023 16:30,D000250,116.175.11.222,Online,31,Doctor,99,1,9323.71,04-11-2024 08:11
395.27,07-08-2023 16:38,D000045,150.83.4.238,Online,18,Student,167,1,1764.08,04-11-2024 08:08
289.05,09-06-2023 17:58,D000493,174.61.77.54,ATM,75,Retired,116,1,5683.49,04-11-2024 08:11
46.11,27-03-2023 17:07,D000184,13.88.251.53,Online,33,Doctor,233,1,5225.73,04-11-2024 08:10
335.5,14-08-2023 16:01,D000326,107.247.202.71,ATM,63,Retired,47,1,6445.4,04-11-2024 08:12
388.07,05-09-2023 17:34,D000422,44.197.126.59,Online,24,Student,68,1,289.71,04-11-2024 08:10
520.86,20-03-2023 16:29,D000309,179.132.235.182,Online,51,Engineer,66,1,9200.74,04-11-2024 08:08
787.41,19-06-2023 16:22,D000351,150.25.200.56,Online,25,Student,39,1,300.87,04-11-2024 08:06
31.7,01-06-2023 16:56,D000596,113.134.242.82,ATM,48,Doctor,121,1,743.9,04-11-2024 08:08
22.3,01-05-2023 16:57,D000035,133.63.96.21,ATM,21,Student,90,1,1200.35,04-11-2024 08:12
203.12,18-01-2023 16:59,D000004,77.21.150.75,ATM,56,Retired,181,1,1562.39,04-11-2024 08:09
315.94,27-02-2023 17:06,D000625,8.244.162.185,Branch,49,Doctor,172,1,7719.71,04-11-2024 08:12
192.23,28-12-2023 16:34,D000117,167.164.55.0,Online,54,Engineer,39,3,2610.67,04-11-2024 08:06
1510.71,15-06-2023 16:48,D000106,193.209.134.233,Online,66,Retired,51,1,2060.02,04-11-2024 08:09
0.26,23-11-2023 16:14,D000239,60.197.167.40,Online,20,Student,173,1,1833.67,04-11-2024 08:07
210.77,31-05-2023 16:50,D000009,144.91.150.133,ATM,71,Retired,161,1,5396.65,04-11-2024 08:11
406.65,08-11-2023 18:32,D000013,147.234.20.46,ATM,57,Doctor,107,1,12995.7,04-11-2024 08:11
422.9,27-02-2023 16:15,D000237,180.224.54.115,ATM,40,Engineer,111,1,7616.43,04-11-2024 08:10
20.62,21-06-2023 17:10,D000627,184.59.28.72,ATM,35,Doctor,225,1,12500.8,04-11-2024 08:08
174.39,09-01-2023 16:08,D000078,98.255.160.110,ATM,19,Student,36,1,1127.08,04-11-2024 08:11
7.86,16-10-2023 16:47,D000065,201.113.165.203,Branch,76,Retired,91,1,3621.98,04-11-2024 08:07
61.98,03-01-2023 18:18,D000376,20.147.6.179,Online,49,Engineer,44,1,5212.28,04-11-2024 08:08
54.85,05-09-2023 16:05,D000287,214.67.148.245,Branch,58,Retired,40,1,2727.45,04-11-2024 08:09
204.7,21-09-2023 16:08,D000359,141.201.46.191,Branch,49,Doctor,95,5,5117.03,04-11-2024 08:10
16.55,11-09-2023 17:05,D000477,214.32.109.197,Branch,26,Engineer,159,1,6089.79,04-11-2024 08:08
91.32,10-11-2023 16:43,D000353,49.29.37.185,Branch,58,Engineer,77,1,2618.1,04-11-2024 08:08
195.49,12-06-2023 16:34,D000472,147.227.81.224,ATM,31,Doctor,212,1,11988.12,04-11-2024 08:08
49.62,07-12-2023 16:19,D000080,19.228.76.177,ATM,55,Engineer,111,1,3841.42,04-11-2024 08:07
487.16,02-01-2023 16:01,D000361,156.96.135.18,Branch,28,Student,84,1,321.21,04-11-2024 08:12
405.6,08-08-2023 17:41,D000643,36.77.94.252,Online,37,Engineer,44,1,9754.73,04-11-2024 08:09
512.95,16-10-2023 17:08,D000335,6.234.101.35,Branch,57,Engineer,143,1,9584.52,04-11-2024 08:10
345.94,09-10-2023 17:32,D000354,129.102.184.189,ATM,31,Doctor,163,1,7624.56,04-11-2024 08:11
356.56,09-10-2023 17:23,D000399,157.130.28.27,Online,47,Engineer,52,1,2485.73,04-11-2024 08:11
10.31,13-01-2023 16:23,D000072,74.58.165.67,Online,36,Engineer,280,1,2137.9,04-11-2024 08:11
211.69,20-10-2023 16:02,D000674,200.13.225.150,Branch,30,Doctor,111,1,6412.85,04-11-2024 08:07
221.49,13-09-2023 18:11,D000203,76.0.164.168,Branch,23,Student,196,1,707.25,04-11-2024 08:11
278.23,04-05-2023 17:49,D000530,116.106.207.139,Online,48,Engineer,83,1,8300.54,04-11-2024 08:09
116.88,04-10-2023 17:10,D000024,23.163.145.195,ATM,45,Doctor,263,1,7717.34,04-11-2024 08:10
328.77,03-04-2023 17:59,D000133,101.120.142.50,Online,39,Doctor,247,1,6967.03,04-11-2024 08:09
77.53,25-07-2023 18:00,D000522,203.245.215.62,Branch,54,Retired,55,1,5158.6,04-11-2024 08:07
421.74,20-06-2023 17:07,D000339,73.108.76.238,Online,67,Doctor,103,1,12031.14,04-11-2024 08:10
313.69,10-03-2023 16:35,D000211,53.131.194.183,Branch,73,Retired,152,1,7093.68,04-11-2024 08:10
411.72,20-06-2023 18:43,D000104,166.41.54.117,Branch,29,Doctor,153,1,8539.86,04-11-2024 08:11
508.73,14-07-2023 16:22,D000316,172.184.35.29,Branch,59,Retired,89,1,7640.57,04-11-2024 08:09
153.08,27-11-2023 16:57,D000637,130.29.230.16,ATM,24,Student,201,1,1292.21,04-11-2024 08:09
23.01,09-06-2023 18:33,D000363,55.154.161.250,Branch,63,Retired,166,1,5958.75,04-11-2024 08:09
69.28,30-10-2023 16:36,D000379,184.4.253.143,Online,25,Student,129,1,708.74,04-11-2024 08:11
51.25,29-08-2023 16:16,D000113,101.223.82.253,Branch,28,Student,66,1,1744.4,04-11-2024 08:11
407.65,07-08-2023 17:17,D000013,8.136.178.116,ATM,25,Student,263,1,273.78,04-11-2024 08:08
459.25,23-05-2023 16:44,D000248,28.149.72.129,Branch,25,Student,59,1,130.76,04-11-2024 08:11
301.56,09-02-2023 17:46,D000014,155.37.19.43,Branch,49,Doctor,118,1,10389.6,04-11-2024 08:10
17.67,27-06-2023 17:50,D000416,21.97.154.92,Online,63,Doctor,91,1,1048.18,04-11-2024 08:10
5.29,13-03-2023 18:24,D000121,62.27.235.199,Online,32,Doctor,132,1,12896.68,04-11-2024 08:11
401.37,18-09-2023 16:18,D000404,1.198.76.182,Branch,43,Engineer,251,1,8208.54,04-11-2024 08:11
145.4,06-07-2023 17:53,D000069,49.174.157.140,Online,38,Engineer,24,1,5244.49,04-11-2024 08:09
556.34,19-10-2023 16:34,D000377,59.127.135.25,Online,37,Doctor,46,1,11935.14,04-11-2024 08:07
34.31,28-04-2023 16:55,D000353,167.95.191.52,ATM,24,Student,251,1,1484.76,04-11-2024 08:11
780.59,28-06-2023 17:58,D000451,191.25.177.160,Online,23,Student,145,1,6513.34,04-11-2024 08:07
282.65,08-03-2023 17:42,D000626,135.73.131.111,ATM,35,Doctor,161,1,13801.15,04-11-2024 08:08
305.27,27-09-2023 16:25,D000657,57.166.147.242,Online,68,Doctor,147,1,12958.65,04-11-2024 08:09
185.81,20-09-2023 16:30,D000696,201.114.165.141,Online,32,Doctor,116,1,9588.71,04-11-2024 08:10
66.01,06-10-2023 18:39,D000317,49.172.82.247,Online,49,Engineer,179,1,3475.99,04-11-2024 08:07
447.95,11-01-2023 17:27,D000442,19.20.13.234,Branch,29,Engineer,75,1,7544.4,04-11-2024 08:09
279.3,22-06-2023 17:28,D000674,77.21.150.75,ATM,19,Student,48,1,1193.61,04-11-2024 08:07
26.75,08-05-2023 16:25,D000537,131.41.45.13,Online,33,Doctor,27,1,12063.77,04-11-2024 08:07
611.15,11-08-2023 17:12,D000044,51.250.46.149,ATM,27,Student,121,1,892.83,04-11-2024 08:09
275.2,24-08-2023 17:13,D000122,59.12.96.11,Online,54,Engineer,81,1,1230.12,04-11-2024 08:09
427.79,21-02-2023 17:42,D000018,203.99.96.114,Branch,18,Student,189,1,1479.67,04-11-2024 08:08
469.13,04-12-2023 17:53,D000501,63.191.171.41,ATM,54,Doctor,139,1,1265.28,04-11-2024 08:07
102.81,04-12-2023 16:23,D000076,21.28.32.1,Branch,76,Retired,47,1,3228.87,04-11-2024 08:08
22.61,21-12-2023 17:56,D000255,76.136.92.235,Online,19,Student,145,1,1111.67,04-11-2024 08:06
68.28,08-06-2023 18:54,D000649,148.112.151.27,Online,56,Engineer,293,1,3213.16,04-11-2024 08:08
33.65,18-09-2023 17:18,D000470,49.31.186.82,Online,63,Doctor,146,1,12719.93,04-11-2024 08:07
362.68,16-01-2023 18:02,D000280,172.111.76.65,ATM,63,Retired,137,1,2040.77,04-11-2024 08:06
73.23,23-06-2023 16:41,D000128,66.226.179.193,Branch,20,Student,172,1,1309.85,04-11-2024 08:12
654.49,20-11-2023 16:31,D000380,167.104.180.235,Online,25,Student,104,1,164.61,04-11-2024 08:08
18.56,24-04-2023 17:04,D000189,41.82.55.163,Branch,49,Engineer,161,1,4230.37,04-11-2024 08:07
389.05,06-01-2023 17:35,D000379,7.105.184.86,ATM,27,Student,41,1,761,04-11-2024 08:11
7.38,15-03-2023 16:47,D000011,156.96.135.18,Online,67,Retired,105,1,2923.83,04-11-2024 08:10
109.48,26-06-2023 17:38,D000122,17.36.132.202,Online,61,Retired,93,1,7372.47,04-11-2024 08:07
66.91,30-01-2023 18:47,D000509,51.196.87.214,ATM,39,Doctor,85,1,871.1,04-11-2024 08:10
335.48,02-03-2023 16:06,D000211,107.247.202.71,Branch,45,Engineer,155,1,3023.16,04-11-2024 08:06
38.14,28-12-2023 16:51,D000572,113.134.242.82,Online,19,Student,174,1,1119.21,04-11-2024 08:09
1076.98,20-12-2023 18:12,D000474,49.31.186.82,Branch,60,Doctor,173,1,11833.73,04-11-2024 08:09
360.02,09-02-2023 16:29,D000072,49.31.186.82,Online,68,Retired,68,1,6400.59,04-11-2024 08:08
567.71,06-02-2023 18:39,D000605,6.204.110.7,Online,63,Doctor,80,1,13884.24,04-11-2024 08:10
218.19,23-05-2023 16:29,D000626,165.35.58.173,ATM,19,Student,185,1,620.83,04-11-2024 08:10
209.99,07-09-2023 17:19,D000381,125.89.163.224,ATM,19,Student,40,1,1938.01,04-11-2024 08:11
11.02,13-11-2023 16:32,D000320,203.174.215.229,Branch,19,Student,280,1,964.79,04-11-2024 08:06
83.43,30-05-2023 16:28,D000627,23.255.214.209,Online,56,Retired,109,1,1870.16,04-11-2024 08:11
344.97,20-03-2023 17:30,D000264,214.67.148.245,Online,34,Doctor,106,1,5577.94,04-11-2024 08:09
172.29,30-01-2023 17:22,D000474,72.128.135.172,ATM,36,Engineer,283,1,8700.8,04-11-2024 08:08
195.54,17-07-2023 16:05,D000144,161.195.172.148,Online,60,Retired,255,1,2794.66,04-11-2024 08:09
101.23,04-08-2023 18:34,D000696,171.150.178.172,Online,45,Engineer,87,1,6169.71,04-11-2024 08:06
180.46,13-03-2023 16:26,D000456,147.114.91.132,ATM,25,Student,34,1,831.75,04-11-2024 08:11
692.55,07-03-2023 16:51,D000577,180.224.54.115,Branch,53,Retired,109,1,2451.56,04-11-2024 08:12
147.31,12-06-2023 17:10,D000059,100.4.40.132,Online,34,Doctor,92,1,13625.52,04-11-2024 08:07
107.48,07-02-2023 17:38,D000624,120.32.147.210,Branch,20,Student,103,1,1379.39,04-11-2024 08:12
1831.02,15-09-2023 17:31,D000246,141.121.30.32,Online,62,Doctor,83,1,11498.01,04-11-2024 08:10
81.51,10-08-2023 16:10,D000079,192.95.36.246,Branch,25,Student,97,1,865.49,04-11-2024 08:07
365.48,22-05-2023 17:59,D000310,44.197.126.59,Online,76,Retired,216,1,7147.4,04-11-2024 08:10
491.1,05-06-2023 16:08,D000408,175.210.47.87,Online,35,Engineer,125,1,7833.85,04-11-2024 08:07
452.8,24-11-2023 16:45,D000527,211.45.75.44,Branch,80,Retired,151,1,4840.67,04-11-2024 08:07
645.04,22-12-2023 17:08,D000515,10.191.172.154,Branch,70,Retired,78,1,7361.47,04-11-2024 08:07
169.28,27-03-2023 18:08,D000227,218.238.171.184,Branch,45,Doctor,114,1,5128.44,04-11-2024 08:11
88.42,18-10-2023 16:28,D000443,37.143.57.20,ATM,62,Doctor,91,1,12381.45,04-11-2024 08:09
155.53,24-03-2023 17:04,D000507,77.21.150.75,ATM,29,Engineer,66,1,4008.05,04-11-2024 08:08
991.82,04-12-2023 16:16,D000496,62.152.134.92,Online,43,Engineer,300,1,3493.13,04-11-2024 08:10
39.24,14-11-2023 18:33,D000164,214.67.148.245,ATM,77,Retired,106,1,6462.41,04-11-2024 08:11
152.01,23-02-2023 16:41,D000407,80.75.92.66,ATM,42,Engineer,111,3,4625.12,04-11-2024 08:11
78.77,08-05-2023 18:36,D000301,64.15.0.66,ATM,48,Engineer,50,1,6470.57,04-11-2024 08:06
26.5,08-02-2023 16:42,D000175,9.230.41.239,Online,48,Engineer,179,1,4854.83,04-11-2024 08:07
83.62,22-06-2023 17:18,D000554,202.21.120.44,ATM,48,Doctor,146,1,12652.22,04-11-2024 08:12
142.78,09-05-2023 16:40,D000499,80.75.92.66,Branch,68,Doctor,150,1,11705.88,04-11-2024 08:12
55.99,13-11-2023 16:16,D000525,215.97.143.157,ATM,35,Doctor,95,1,932.61,04-11-2024 08:07
774.48,06-03-2023 16:12,D000233,76.136.92.235,Branch,61,Doctor,31,1,11613.58,04-11-2024 08:08
105.37,11-05-2023 18:31,D000327,164.75.163.220,ATM,25,Student,160,1,1068.55,04-11-2024 08:09
118.83,26-06-2023 16:10,D000321,190.251.45.32,Online,28,Student,295,1,1616.3,04-11-2024 08:08
46.22,13-11-2023 16:41,D000638,49.31.186.82,Branch,23,Student,217,1,471.28,04-11-2024 08:08
659.71,05-05-2023 16:10,D000095,150.83.4.238,Branch,21,Student,148,1,106.86,04-11-2024 08:09
377.97,17-11-2023 16:50,D000195,138.87.180.254,Online,72,Retired,160,1,2457.1,04-11-2024 08:11
114.1,22-05-2023 17:45,D000275,65.149.11.248,Branch,69,Retired,148,1,5882.12,04-11-2024 08:11
11.3,01-12-2023 16:33,D000528,10.191.172.154,Online,55,Retired,41,1,1938.99,04-11-2024 08:09
95.5,22-05-2023 16:24,D000362,177.116.108.246,Online,57,Retired,17,1,4079.09,04-11-2024 08:08
130.93,08-02-2023 16:52,D000417,193.221.15.59,Branch,28,Engineer,149,1,860.12,04-11-2024 08:11
272.97,17-04-2023 18:42,D000638,66.226.179.193,Online,68,Retired,174,1,7811.31,04-11-2024 08:10
73.35,13-03-2023 16:33,D000340,9.230.41.239,Branch,24,Student,47,1,1181.84,04-11-2024 08:09
29.94,13-10-2023 16:22,D000266,3.77.114.6,ATM,58,Doctor,243,1,10915.54,04-11-2024 08:12
307.24,02-11-2023 16:05,D000584,17.87.7.140,ATM,19,Student,136,2,1670.72,04-11-2024 08:09
50.52,16-10-2023 16:29,D000377,151.247.130.190,Online,20,Student,140,1,1121.19,04-11-2024 08:09
820.46,03-04-2023 16:22,D000185,89.21.156.229,Online,53,Engineer,243,1,5621.86,04-11-2024 08:10
153.07,03-04-2023 18:37,D000503,92.214.76.157,ATM,56,Engineer,116,1,8873.43,04-11-2024 08:12
52.94,12-06-2023 17:36,D000160,98.255.160.110,Branch,41,Doctor,146,1,6990.92,04-11-2024 08:11
384.41,17-04-2023 16:53,D000289,168.55.199.214,ATM,60,Engineer,65,1,7831.56,04-11-2024 08:10
235.42,10-07-2023 18:34,D000424,105.87.212.115,Branch,51,Retired,175,1,6173.23,04-11-2024 08:11
114.23,07-06-2023 17:35,D000213,106.244.1.47,ATM,56,Doctor,64,1,9523.72,04-11-2024 08:06
12.62,05-05-2023 16:35,D000475,93.160.83.196,Branch,33,Doctor,61,1,6420.47,04-11-2024 08:09
997.37,22-12-2023 18:24,D000629,32.71.250.58,ATM,23,Student,145,1,1146.09,04-11-2024 08:07
373.52,25-09-2023 16:23,D000673,219.31.152.129,ATM,35,Engineer,235,1,6430.41,04-11-2024 08:11
336.05,24-04-2023 17:18,D000044,89.237.88.251,Branch,28,Student,164,1,1635.05,04-11-2024 08:12
366.93,11-12-2023 18:43,D000697,45.182.28.148,Online,66,Retired,33,1,6697.79,04-11-2024 08:11
112.27,19-10-2023 17:34,D000690,199.6.127.153,Branch,58,Doctor,102,1,7369.89,04-11-2024 08:11
494.96,31-03-2023 16:34,D000320,45.182.28.148,ATM,40,Engineer,132,1,6903.68,04-11-2024 08:08
561.58,23-06-2023 17:38,D000229,170.154.69.105,Online,65,Doctor,23,1,11748.86,04-11-2024 08:06
440.94,13-09-2023 18:38,D000133,189.20.224.220,Online,42,Doctor,148,1,7303.23,04-11-2024 08:11
71.9,20-02-2023 16:28,D000553,136.172.149.77,Branch,29,Doctor,51,1,10619.35,04-11-2024 08:12
256.66,17-07-2023 17:08,D000377,101.223.82.253,Online,54,Retired,137,1,1794.5,04-11-2024 08:06
166.55,13-07-2023 17:51,D000386,148.25.159.90,Branch,59,Doctor,99,1,12970.21,04-11-2024 08:09
276.26,13-02-2023 17:04,D000307,97.106.5.76,Branch,56,Doctor,143,1,120.89,04-11-2024 08:11
35.46,18-07-2023 16:38,D000674,83.80.89.29,ATM,67,Doctor,164,1,5692.31,04-11-2024 08:10
38.14,07-04-2023 16:16,D000016,160.212.125.105,Branch,50,Engineer,165,1,9879.87,04-11-2024 08:07
506.26,18-12-2023 18:26,D000670,200.136.146.93,ATM,64,Retired,86,1,6266.65,04-11-2024 08:11
736.32,12-04-2023 17:06,D000503,64.15.0.66,Online,31,Doctor,28,1,14268.95,04-11-2024 08:10
389.43,27-11-2023 18:01,D000485,10.144.131.89,ATM,52,Engineer,151,1,6449.83,04-11-2024 08:10
25.58,16-11-2023 16:33,D000083,194.29.57.163,ATM,60,Engineer,166,1,6741.41,04-11-2024 08:06
446.1,19-09-2023 17:45,D000444,78.69.172.205,ATM,25,Student,243,1,1008.44,04-11-2024 08:08
147.74,05-09-2023 16:52,D000064,12.246.170.239,Branch,23,Student,15,1,1711.78,04-11-2024 08:12
1228.81,20-02-2023 16:36,D000381,63.191.171.41,ATM,26,Student,254,1,1821,04-11-2024 08:09
46.23,29-05-2023 17:45,D000350,34.86.220.205,Online,77,Retired,282,1,5107.75,04-11-2024 08:09
265.37,26-05-2023 17:56,D000633,173.252.44.183,Branch,33,Engineer,77,1,5229.95,04-11-2024 08:09
342.57,03-02-2023 17:10,D000345,64.15.0.66,Online,20,Student,91,1,339.16,04-11-2024 08:09
417.26,27-02-2023 17:01,D000183,17.36.132.202,Online,32,Doctor,45,1,10442.48,04-11-2024 08:11
33.63,03-11-2023 16:50,D000556,141.241.241.128,Online,63,Retired,76,1,4324.4,04-11-2024 08:10
64.58,04-12-2023 18:06,D000647,21.190.11.223,Branch,55,Retired,173,1,6292.29,04-11-2024 08:11
23.23,20-04-2023 16:34,D000573,156.96.135.18,Branch,21,Student,122,1,269.01,04-11-2024 08:09
160.52,07-08-2023 16:15,D000254,98.255.160.110,ATM,78,Retired,112,1,5379.25,04-11-2024 08:07
278.88,29-09-2023 16:53,D000350,184.185.209.72,Branch,64,Doctor,179,2,1334.09,04-11-2024 08:09
285.49,11-08-2023 18:42,D000498,41.82.55.163,Branch,53,Doctor,109,1,6366.84,04-11-2024 08:12
71.87,16-01-2023 18:03,D000039,110.247.153.70,ATM,22,Student,258,1,1839.1,04-11-2024 08:12
308.8,26-12-2023 16:08,D000256,65.164.3.100,ATM,53,Retired,41,1,3966.54,04-11-2024 08:09
135.35,28-07-2023 18:42,D000219,218.54.207.160,Branch,33,Engineer,82,1,9983.36,04-11-2024 08:07
288.43,08-05-2023 16:37,D000136,7.105.184.86,Branch,66,Retired,72,1,4577.09,04-11-2024 08:09
147.46,12-10-2023 16:58,D000380,78.69.172.205,Online,65,Doctor,205,1,7458.03,04-11-2024 08:11
214.15,30-10-2023 17:07,D000531,210.228.226.64,Branch,32,Engineer,217,1,6397.29,04-11-2024 08:10
71.34,28-08-2023 16:00,D000256,188.225.207.71,Online,49,Engineer,144,3,6345.03,04-11-2024 08:09
170.36,27-03-2023 16:56,D000225,133.63.96.21,ATM,30,Doctor,118,1,6034.73,04-11-2024 08:09
965.66,18-12-2023 17:22,D000244,81.102.230.41,ATM,53,Engineer,32,1,765.81,04-11-2024 08:08
736.53,10-05-2023 17:05,D000548,219.193.239.152,ATM,55,Engineer,120,1,9826.26,04-11-2024 08:09
213.42,27-07-2023 17:30,D000536,133.67.250.163,ATM,45,Engineer,17,1,3736.38,04-11-2024 08:11
94.09,12-09-2023 16:32,D000429,116.237.223.50,Branch,27,Student,203,1,646.85,04-11-2024 08:10
91.23,15-05-2023 16:13,D000184,32.240.176.64,ATM,72,Retired,86,1,6385.12,04-11-2024 08:08
263.92,26-07-2023 17:56,D000568,32.240.176.64,Branch,57,Retired,233,1,4161.71,04-11-2024 08:10
77.5,23-05-2023 16:44,D000333,198.166.198.233,Online,51,Doctor,201,1,11079.77,04-11-2024 08:08
3.65,13-02-2023 17:48,D000115,21.28.32.1,Online,69,Doctor,146,1,10017.11,04-11-2024 08:11
43.88,13-11-2023 17:43,D000349,139.23.212.102,Online,26,Student,251,1,1644.09,04-11-2024 08:08
591.98,28-04-2023 16:32,D000560,7.146.35.122,ATM,28,Student,132,1,387.65,04-11-2024 08:07
224.79,22-08-2023 16:34,D000208,3.11.254.2,Online,18,Student,129,1,528.38,04-11-2024 08:10
64.3,04-09-2023 17:36,D000084,219.98.242.240,ATM,55,Retired,67,1,7530.3,04-11-2024 08:11
111.79,26-12-2023 17:40,D000530,110.235.207.187,Online,62,Doctor,49,1,10887.59,04-11-2024 08:11
927.16,20-03-2023 16:48,D000385,84.237.126.96,ATM,59,Retired,153,1,7104.61,04-11-2024 08:10
613.7,22-02-2023 17:33,D000670,86.83.61.143,Branch,61,Retired,37,1,7307.11,04-11-2024 08:10
26.07,16-03-2023 17:00,D000552,194.174.252.1,Branch,20,Student,19,3,349.98,04-11-2024 08:10
170.45,05-01-2023 16:56,D000560,50.202.8.53,Branch,60,Engineer,199,1,2284.41,04-11-2024 08:09
344.27,19-09-2023 17:23,D000172,214.125.131.88,Branch,22,Student,123,1,1918.36,04-11-2024 08:09
872.72,24-04-2023 16:47,D000559,216.79.134.201,Online,22,Student,288,1,503.01,04-11-2024 08:10
292.95,16-02-2023 16:23,D000456,221.169.49.152,Branch,37,Engineer,56,1,1216.91,04-11-2024 08:11
28.44,31-08-2023 17:43,D000176,200.164.13.160,ATM,18,Student,243,1,1071.04,04-11-2024 08:09
209.02,03-03-2023 17:08,D000599,97.4.209.133,ATM,21,Student,74,1,187.9,04-11-2024 08:11
20.05,29-11-2023 17:43,D000293,164.75.163.220,ATM,72,Retired,171,1,7145.67,04-11-2024 08:08
175.02,10-04-2023 16:23,D000609,105.6.30.244,Online,28,Student,71,1,1493.88,04-11-2024 08:09
89.5,21-08-2023 16:22,D000014,166.79.195.157,Branch,41,Engineer,134,1,8658.95,04-11-2024 08:09
69.96,16-10-2023 17:43,D000397,184.146.10.88,Branch,28,Student,31,1,164.12,04-11-2024 08:08
146.51,25-01-2023 17:12,D000575,219.98.242.240,ATM,53,Engineer,68,1,7089.9,04-11-2024 08:10
376.78,14-08-2023 17:25,D000602,81.248.235.147,Online,21,Student,88,1,841.65,04-11-2024 08:07
148.54,22-12-2023 16:25,D000156,145.179.219.57,Branch,71,Retired,107,1,5677.05,04-11-2024 08:11
388.77,11-12-2023 16:57,D000215,49.20.211.229,Online,26,Student,30,1,1658.49,04-11-2024 08:11
100.38,27-11-2023 17:51,D000548,71.93.189.160,Branch,63,Doctor,49,1,10171.68,04-11-2024 08:09
137.23,07-04-2023 16:50,D000207,82.51.236.134,Branch,64,Doctor,63,1,13847.99,04-11-2024 08:08
870.3,28-08-2023 17:56,D000200,143.212.47.226,ATM,51,Retired,229,1,3688.98,04-11-2024 08:08
458.94,18-07-2023 18:06,D000074,151.247.130.190,Branch,52,Engineer,180,1,5619.95,04-11-2024 08:08
